sales_key,customer_key,product_key,region_key,date_key,order_id,ship_date,ship_mode,sales,quantity,discount,profit,delivery_days,shipping_speed,profit_margin_pct,estimated_cost,discount_bucket,loss_flag
1314,78,833,54,230,US-2022-105137,2022-10-10,Same Day,18.264000000000003,2,0.7,-13.3936,0,Fast,-73.33333333333331,31.6576,High,1
1315,72,272,7,230,US-2022-103492,2022-10-15,Standard Class,0.8979999999999998,1,0.8,-1.5715000000000008,5,Medium,-175.00000000000014,2.4695000000000005,High,1
1316,72,309,7,230,US-2022-103492,2022-10-15,Standard Class,11.979999999999997,5,0.8,-19.16800000000001,5,Medium,-160.0000000000001,31.148000000000007,High,1
1317,459,947,271,230,US-2022-140403,2022-10-10,Same Day,15.28,2,0.0,7.4872,0,Fast,49.0,7.7928,No Discount,0
1318,78,948,54,230,US-2022-105137,2022-10-10,Same Day,101.994,2,0.7,-71.39579999999998,0,Fast,-69.99999999999999,173.38979999999998,High,1
1319,72,268,7,230,US-2022-103492,2022-10-15,Standard Class,719.9520000000001,6,0.2,71.99520000000001,5,Medium,10.0,647.9568000000002,Low,0
1320,72,210,7,230,US-2022-103492,2022-10-15,Standard Class,755.9440000000002,7,0.2,66.14509999999996,5,Medium,8.749999999999993,689.7989000000002,Low,0
1321,461,949,272,231,US-2022-157924,2022-10-13,First Class,433.568,2,0.2,-65.03520000000005,2,Fast,-15.00000000000001,498.6032,Low,1
1322,225,950,56,231,US-2022-116834,2022-10-16,Standard Class,63.47,11,0.0,19.040999999999997,5,Medium,29.999999999999993,44.429,No Discount,0
1323,161,951,230,231,US-2022-114314,2022-10-15,Standard Class,8.92,4,0.0,3.9248,4,Medium,44.0,4.9952000000000005,No Discount,0
1324,86,947,120,231,US-2022-128538,2022-10-15,Standard Class,7.64,1,0.0,3.7436,4,Medium,49.0,3.8964,No Discount,0
1325,462,247,60,231,US-2022-126571,2022-10-15,Standard Class,201.432,3,0.2,67.98329999999999,4,Medium,33.75,133.4487,Low,0
1326,161,669,230,231,US-2022-114314,2022-10-15,Standard Class,7.31,1,0.0,3.4357,4,Medium,47.0,3.8742999999999994,No Discount,0
1327,461,952,272,231,US-2022-157924,2022-10-13,First Class,31.92,4,0.0,8.299199999999999,2,Fast,25.999999999999996,23.620800000000003,No Discount,0
1328,462,953,60,231,US-2022-126571,2022-10-15,Standard Class,281.904,2,0.2,10.571399999999985,4,Medium,3.7499999999999942,271.3326,Low,0
1329,225,954,56,231,US-2022-116834,2022-10-16,Standard Class,345.0,5,0.0,58.649999999999984,5,Medium,16.999999999999996,286.35,No Discount,0
1330,420,636,91,232,US-2022-139451,2022-10-16,Standard Class,14.9,5,0.0,4.172000000000001,4,Medium,28.000000000000004,10.728,No Discount,0
1331,420,955,91,232,US-2022-139451,2022-10-16,Standard Class,21.39,1,0.0,6.203099999999999,4,Medium,28.999999999999996,15.1869,No Discount,0
1332,463,956,159,232,US-2022-154655,2022-10-17,Standard Class,22.24,2,0.2,2.501999999999997,5,Medium,11.249999999999988,19.738,Low,0
1333,45,581,165,233,US-2022-164742,2022-10-18,Second Class,245.98,2,0.0,27.057799999999983,5,Medium,10.999999999999991,218.9222,No Discount,0
1334,464,957,273,233,US-2022-151995,2022-10-15,First Class,1298.55,5,0.0,311.652,2,Fast,24.0,986.898,No Discount,0
1335,464,328,273,233,US-2022-151995,2022-10-15,First Class,213.92,4,0.0,62.03679999999997,2,Fast,28.999999999999982,151.88320000000002,No Discount,0
1336,464,637,273,233,US-2022-151995,2022-10-15,First Class,11.52,4,0.0,3.2256,2,Fast,28.000000000000004,8.2944,No Discount,0
1337,423,773,163,233,US-2022-132010,2022-10-15,First Class,15.18,3,0.0,7.134599999999999,2,Fast,46.99999999999999,8.0454,No Discount,0
1338,465,318,274,233,US-2022-123316,2022-10-17,Standard Class,7.752000000000001,3,0.2,2.8101,4,Medium,36.24999999999999,4.9419,Low,0
1339,45,958,165,233,US-2022-164742,2022-10-18,Second Class,18.94,1,0.0,9.47,5,Medium,50.0,9.47,No Discount,0
1340,423,959,163,233,US-2022-132010,2022-10-15,First Class,36.4,5,0.0,17.472,2,Fast,48.00000000000001,18.927999999999997,No Discount,0
1341,423,960,163,233,US-2022-132010,2022-10-15,First Class,315.2,4,0.0,6.3040000000000305,2,Fast,2.0000000000000098,308.89599999999996,No Discount,0
1342,464,961,273,233,US-2022-151995,2022-10-15,First Class,25.78,2,0.0,2.5779999999999994,2,Fast,9.999999999999998,23.202,No Discount,0
1343,423,835,163,233,US-2022-132010,2022-10-15,First Class,22.96,2,0.0,4.362399999999997,2,Fast,18.99999999999999,18.597600000000003,No Discount,0
1344,466,962,275,234,US-2022-151330,2022-10-17,First Class,1628.82,9,0.0,260.61120000000017,3,Medium,16.00000000000001,1368.2088,No Discount,0
1345,467,940,143,234,US-2022-163748,2022-10-18,Standard Class,3.1599999999999993,4,0.8,-8.532,4,Medium,-270.00000000000006,11.692,High,1
1346,34,80,46,234,US-2022-151015,2022-10-20,Standard Class,2.9459999999999993,3,0.8,-4.860900000000001,6,Slow,-165.00000000000009,7.806900000000001,High,1
1347,468,25,276,234,US-2022-146353,2022-10-16,Second Class,22.92,4,0.0,11.0016,2,Fast,48.0,11.918400000000002,No Discount,0
1348,34,963,46,234,US-2022-151015,2022-10-20,Standard Class,19.136000000000003,4,0.2,6.9368,6,Slow,36.24999999999999,12.199200000000005,Low,0
1349,34,224,46,234,US-2022-151015,2022-10-20,Standard Class,322.192,13,0.2,100.68499999999996,6,Slow,31.24999999999999,221.5070000000001,Low,0
1350,466,964,275,234,US-2022-151330,2022-10-17,First Class,79.45,7,0.0,22.24600000000001,3,Medium,28.000000000000007,57.20399999999999,No Discount,0
1351,468,131,276,234,US-2022-146353,2022-10-16,Second Class,269.9,5,0.0,16.19399999999999,2,Fast,5.9999999999999964,253.706,No Discount,0
1352,466,840,275,234,US-2022-151330,2022-10-17,First Class,177.0,3,0.0,30.089999999999986,3,Medium,16.999999999999993,146.91000000000005,No Discount,0
1353,467,965,143,234,US-2022-163748,2022-10-18,Standard Class,1999.96,5,0.2,624.9875,4,Medium,31.249999999999993,1374.9725,Low,0
1354,469,819,277,235,US-2022-122021,2022-10-17,First Class,183.372,2,0.3,-7.858800000000002,2,Fast,-4.2857142857142865,191.2308,Medium,1
1355,279,200,147,235,US-2022-143182,2022-10-20,Standard Class,15.384,1,0.2,4.038300000000001,5,Medium,26.250000000000007,11.3457,Low,0
1356,469,625,277,235,US-2022-122021,2022-10-17,First Class,7.968000000000001,2,0.2,2.8884000000000007,2,Fast,36.25000000000001,5.0796,Low,0
1357,470,189,79,236,US-2022-109456,2022-10-17,Same Day,14.352000000000002,3,0.2,5.023199999999999,1,Fast,34.99999999999999,9.328800000000005,Low,0
1358,470,966,79,236,US-2022-109456,2022-10-17,Same Day,179.97,3,0.0,86.38560000000001,1,Fast,48.00000000000001,93.5844,No Discount,0
1359,445,750,1,237,US-2022-103086,2022-10-19,Second Class,5.312,2,0.6,-1.5935999999999997,2,Fast,-29.999999999999993,6.9056,High,1
1360,471,41,278,237,US-2022-124394,2022-10-22,Second Class,10.779999999999996,5,0.8,-17.248000000000008,5,Medium,-160.00000000000014,28.02800000000001,High,1
1361,471,642,278,237,US-2022-124394,2022-10-22,Second Class,119.976,3,0.2,-17.99640000000002,5,Medium,-15.000000000000016,137.97240000000002,Low,1
1362,472,967,279,238,US-2022-110408,2022-10-20,Second Class,545.88,6,0.0,70.96439999999998,2,Fast,12.999999999999998,474.9156,No Discount,0
1363,473,968,280,238,US-2022-115084,2022-10-22,Standard Class,605.34,6,0.0,145.2816,4,Medium,24.0,460.0584,No Discount,0
1364,474,969,44,238,US-2022-143168,2022-10-23,Second Class,1.344,1,0.2,0.4703999999999999,5,Medium,34.999999999999986,0.8736000000000002,Low,0
1365,152,970,17,238,US-2022-138450,2022-10-22,Standard Class,52.512,6,0.2,19.692,4,Medium,37.5,32.82,Low,0
1366,474,522,44,238,US-2022-143168,2022-10-23,Second Class,61.96,2,0.0,27.882,5,Medium,45.0,34.078,No Discount,0
1367,152,382,17,238,US-2022-138450,2022-10-22,Standard Class,10.048000000000002,4,0.2,3.139999999999999,4,Medium,31.249999999999982,6.908000000000003,Low,0
1368,472,577,279,238,US-2022-110408,2022-10-20,Second Class,275.96999999999997,3,0.0,11.03879999999998,2,Fast,3.999999999999994,264.9312,No Discount,0
1369,152,971,17,238,US-2022-138450,2022-10-22,Standard Class,186.912,6,0.2,-35.04600000000003,4,Medium,-18.750000000000018,221.95800000000003,Low,1
1370,472,972,279,238,US-2022-110408,2022-10-20,Second Class,1394.95,5,0.0,362.6869999999999,2,Fast,25.99999999999999,1032.263,No Discount,0
1371,475,973,79,239,US-2022-155264,2022-10-22,Second Class,2.9920000000000004,1,0.2,1.122,3,Medium,37.5,1.8700000000000003,Low,0
1372,475,974,79,239,US-2022-155264,2022-10-22,Second Class,20.064,6,0.2,7.022399999999999,3,Medium,35.0,13.0416,Low,0
1373,475,93,79,239,US-2022-155264,2022-10-22,Second Class,18.75,5,0.0,9.0,3,Medium,48.0,9.75,No Discount,0
1374,475,975,79,239,US-2022-155264,2022-10-22,Second Class,146.73,3,0.0,68.9631,3,Medium,47.0,77.76689999999999,No Discount,0
1375,476,976,170,239,US-2022-117317,2022-10-19,Same Day,13.44,3,0.0,6.585600000000001,0,Fast,49.00000000000001,6.854399999999998,No Discount,0
1376,475,977,79,239,US-2022-155264,2022-10-22,Second Class,117.57600000000002,3,0.2,11.75760000000001,3,Medium,10.000000000000009,105.8184,Low,0
1377,477,302,281,239,US-2022-100867,2022-10-24,Standard Class,321.552,6,0.2,20.09700000000001,5,Medium,6.250000000000003,301.45500000000004,Low,0
1378,478,978,157,239,CA-2022-125388,2022-10-23,Standard Class,117.57600000000002,3,0.2,11.75760000000001,4,Medium,10.000000000000009,105.8184,Low,0
1379,478,208,157,239,CA-2022-125388,2022-10-23,Standard Class,56.56,4,0.0,14.71,4,Medium,26.007779349363503,41.85,No Discount,0
1380,477,302,282,239,CA-2022-100867,2022-10-24,Standard Class,32.7,3,0.0,8.5,5,Medium,25.993883792048926,24.200000000000003,No Discount,0
1381,479,979,82,240,US-2022-169684,2022-10-23,First Class,328.59000000000003,3,0.4,-147.8655,3,Medium,-44.99999999999999,476.4555,Medium,1
1382,480,734,46,240,US-2022-137092,2022-10-22,Second Class,8.681999999999997,1,0.8,-14.759400000000005,2,Fast,-170.0000000000001,23.4414,High,1
1383,480,980,46,240,US-2022-137092,2022-10-22,Second Class,24.424000000000003,1,0.2,7.9378,2,Fast,32.49999999999999,16.486200000000004,Low,0
1384,480,981,46,240,US-2022-137092,2022-10-22,Second Class,3.808,1,0.2,1.2375999999999996,2,Fast,32.49999999999999,2.5704,Low,0
1385,479,155,82,240,US-2022-169684,2022-10-23,First Class,98.352,3,0.2,-24.588,3,Medium,-25.0,122.94,Low,1
1386,103,897,21,240,US-2022-146703,2022-10-25,Second Class,211.96,4,0.0,8.478399999999993,5,Medium,3.999999999999997,203.4816,No Discount,0
1387,480,982,46,240,US-2022-137092,2022-10-22,Second Class,505.3200000000001,3,0.2,31.582499999999953,2,Fast,6.249999999999989,473.7375000000002,Low,0
1388,480,454,46,240,US-2022-137092,2022-10-22,Second Class,319.968,4,0.2,71.9928,2,Fast,22.5,247.97520000000003,Low,0
1389,471,983,248,241,US-2022-142587,2022-10-22,First Class,409.59,3,0.4,-122.87700000000004,1,Fast,-30.00000000000001,532.467,Medium,1
1390,138,866,283,241,US-2022-100916,2022-10-26,Standard Class,591.32,4,0.0,112.3508,5,Medium,19.0,478.96920000000006,No Discount,0
1391,471,697,248,241,US-2022-142587,2022-10-22,First Class,121.79200000000002,4,0.2,13.701599999999988,1,Fast,11.24999999999999,108.09040000000005,Low,0
1392,138,984,283,241,US-2022-100916,2022-10-26,Standard Class,2.84,1,0.0,0.8803999999999998,5,Medium,30.999999999999993,1.9596,No Discount,0
1393,481,985,37,241,US-2022-169852,2022-10-26,Standard Class,36.36,3,0.2,12.2715,5,Medium,33.75,24.0885,Low,0
1394,138,971,283,241,US-2022-100916,2022-10-26,Standard Class,194.7,5,0.0,9.734999999999978,5,Medium,4.999999999999989,184.965,No Discount,0
1395,438,986,14,242,US-2022-151967,2022-10-26,Standard Class,129.92,4,0.0,10.393599999999992,4,Medium,7.999999999999995,119.5264,No Discount,0
1396,482,913,13,242,US-2022-110072,2022-10-28,Standard Class,93.888,4,0.2,12.90959999999999,6,Slow,13.74999999999999,80.97840000000002,Low,0
1397,160,513,284,243,US-2022-130729,2022-10-29,Standard Class,34.272,3,0.2,11.1384,5,Medium,32.5,23.1336,Low,0
1398,363,987,285,243,US-2022-113047,2022-10-24,Same Day,11.85,3,0.0,3.7919999999999994,0,Fast,31.999999999999996,8.058,No Discount,0
1399,483,823,286,243,US-2022-108707,2022-10-29,Standard Class,10.368000000000002,2,0.2,3.6288,5,Medium,34.99999999999999,6.739200000000002,Low,0
1400,219,190,60,244,US-2022-139542,2022-10-29,Standard Class,13.698000000000002,3,0.7,-9.5886,4,Medium,-69.99999999999999,23.2866,High,1
1401,162,988,11,244,US-2022-158400,2022-10-28,First Class,49.408,4,0.2,18.528,3,Medium,37.49999999999999,30.880000000000003,Low,0
1402,219,989,60,244,US-2022-139542,2022-10-29,Standard Class,40.776,3,0.2,0.5097000000000005,4,Medium,1.250000000000001,40.2663,Low,0
1403,484,990,35,245,US-2022-162278,2022-10-30,Second Class,63.92,4,0.0,3.195999999999998,4,Medium,4.9999999999999964,60.724,No Discount,0
1404,484,851,35,245,US-2022-162278,2022-10-30,Second Class,383.96,5,0.2,38.396000000000015,4,Medium,10.000000000000004,345.56399999999996,Low,0
1405,485,781,261,246,US-2022-148285,2022-11-01,Standard Class,11.952000000000002,3,0.2,4.0338,5,Medium,33.75,7.9182000000000015,Low,0
1406,485,526,261,246,US-2022-148285,2022-11-01,Standard Class,10.368000000000002,2,0.2,3.6288,5,Medium,34.99999999999999,6.739200000000002,Low,0
1407,486,243,6,247,US-2022-101931,2022-10-31,First Class,616.998,6,0.15,-36.294,3,Medium,-5.88235294117647,653.292,Low,1
1408,486,272,6,247,US-2022-101931,2022-10-31,First Class,7.184000000000001,2,0.2,2.244999999999999,3,Medium,31.249999999999982,4.939000000000002,Low,0
1409,486,383,6,247,US-2022-101931,2022-10-31,First Class,141.4,5,0.0,38.178,3,Medium,26.999999999999996,103.222,No Discount,0
1410,486,991,6,247,US-2022-101931,2022-10-31,First Class,480.74,2,0.0,14.422200000000032,3,Medium,3.0000000000000067,466.3178,No Discount,0
1411,486,992,6,247,US-2022-101931,2022-10-31,First Class,6.28,2,0.0,0.0628000000000001,3,Medium,1.0000000000000016,6.2172,No Discount,0
1412,487,993,287,247,US-2022-107769,2022-11-01,Standard Class,257.98,2,0.0,74.8142,4,Medium,28.999999999999996,183.1658,No Discount,0
1413,488,812,288,248,US-2022-166590,2022-11-02,Standard Class,75.88,2,0.0,35.663599999999995,4,Medium,47.0,40.2164,No Discount,0
1414,488,994,288,248,US-2022-166590,2022-11-02,Standard Class,1.98,2,0.0,0.891,4,Medium,45.0,1.089,No Discount,0
1415,54,660,100,248,US-2022-154627,2022-10-31,First Class,2735.952,6,0.2,341.9939999999997,2,Fast,12.499999999999988,2393.9580000000005,Low,0
1416,489,394,289,249,US-2022-145387,2022-11-02,Second Class,1604.9,5,0.0,481.4699999999999,2,Fast,29.999999999999993,1123.4300000000003,No Discount,0
1417,457,724,6,249,US-2022-106439,2022-11-04,Standard Class,146.352,3,0.2,-9.147000000000006,4,Medium,-6.250000000000004,155.49900000000002,Low,1
1418,489,995,289,249,US-2022-145387,2022-11-02,Second Class,17.669999999999998,3,0.0,7.774800000000001,2,Fast,44.000000000000014,9.895199999999996,No Discount,0
1419,489,996,289,249,US-2022-145387,2022-11-02,Second Class,14.76,2,0.0,4.280399999999998,2,Fast,28.999999999999993,10.4796,No Discount,0
1420,489,487,289,249,US-2022-145387,2022-11-02,Second Class,385.686,1,0.3,-60.607800000000026,2,Fast,-15.714285714285722,446.2938,Medium,1
1421,9,239,290,249,US-2022-108609,2022-11-02,Second Class,1421.664,8,0.4,-734.5264,2,Fast,-51.66666666666666,2156.1904,Medium,1
1422,457,997,6,249,US-2022-106439,2022-11-04,Standard Class,12.39,3,0.0,3.717,4,Medium,30.0,8.673,No Discount,0
1423,489,998,289,249,US-2022-145387,2022-11-02,Second Class,49.25,5,0.0,18.715000000000003,2,Fast,38.00000000000001,30.534999999999997,No Discount,0
1424,457,999,6,249,US-2022-106439,2022-11-04,Standard Class,15.968000000000002,2,0.2,5.389199999999999,4,Medium,33.74999999999999,10.578800000000005,Low,0
1425,489,1000,289,249,US-2022-145387,2022-11-02,Second Class,34.08,2,0.0,15.676799999999997,2,Fast,45.99999999999999,18.4032,No Discount,0
1426,457,281,6,249,US-2022-106439,2022-11-04,Standard Class,19.296,3,0.2,6.029999999999999,4,Medium,31.25,13.266,Low,0
1427,457,1001,6,249,US-2022-106439,2022-11-04,Standard Class,11.34,3,0.0,5.2164,4,Medium,46.0,6.1236,No Discount,0
1428,457,1002,6,249,US-2022-106439,2022-11-04,Standard Class,64.74000000000001,13,0.0,30.427800000000005,4,Medium,47.0,34.312200000000004,No Discount,0
1429,489,192,289,249,US-2022-145387,2022-11-02,Second Class,10.16,2,0.0,4.7752,2,Fast,47.0,5.3848,No Discount,0
1430,457,1003,6,249,US-2022-106439,2022-11-04,Standard Class,405.64,4,0.0,12.16919999999999,4,Medium,2.9999999999999973,393.4708,No Discount,0
1431,457,1004,6,249,US-2022-106439,2022-11-04,Standard Class,80.3,5,0.0,20.877999999999997,4,Medium,25.999999999999996,59.422,No Discount,0
1432,457,1005,6,249,US-2022-106439,2022-11-04,Standard Class,251.91,9,0.0,47.86289999999998,4,Medium,18.999999999999993,204.0471,No Discount,0
1433,490,455,291,249,US-2022-167262,2022-11-03,Second Class,742.336,8,0.2,83.51279999999991,3,Medium,11.249999999999988,658.8232,Low,0
1434,491,440,79,249,US-2022-120313,2022-11-02,Second Class,73.584,2,0.2,8.278199999999998,2,Fast,11.249999999999998,65.3058,Low,0
1435,408,1006,292,250,US-2022-114195,2022-11-03,First Class,68.704,2,0.2,16.317200000000003,2,Fast,23.750000000000007,52.386799999999994,Low,0
1436,400,1007,98,250,US-2022-137155,2022-11-05,Standard Class,31.68,6,0.0,9.820799999999998,4,Medium,30.999999999999993,21.8592,No Discount,0
1437,400,804,98,250,US-2022-137155,2022-11-05,Standard Class,533.9399999999999,3,0.0,154.84259999999995,4,Medium,28.999999999999993,379.0974,No Discount,0
1438,492,697,293,250,US-2022-139423,2022-11-05,Standard Class,76.12,2,0.0,22.074799999999996,4,Medium,28.999999999999993,54.04520000000001,No Discount,0
1439,493,821,206,250,US-2022-102673,2022-11-05,Standard Class,10.272000000000002,3,0.2,0.8988,4,Medium,8.749999999999998,9.373200000000002,Low,0
1440,281,384,66,250,US-2022-134313,2022-11-07,Standard Class,43.176,3,0.2,4.3176000000000005,6,Slow,10.0,38.8584,Low,0
1441,5,533,68,250,US-2022-152562,2022-11-08,Standard Class,5.64,3,0.0,1.6355999999999995,7,Slow,28.999999999999993,4.0044,No Discount,0
1442,408,633,292,250,US-2022-114195,2022-11-03,First Class,3.132,2,0.7,-2.609999999999999,2,Fast,-83.33333333333329,5.741999999999999,High,1
1443,408,477,292,250,US-2022-114195,2022-11-03,First Class,22.428000000000004,3,0.7,-17.942399999999992,2,Fast,-79.99999999999994,40.3704,High,1
1444,493,1008,206,250,US-2022-102673,2022-11-05,Standard Class,7.52,5,0.2,1.4099999999999997,4,Medium,18.749999999999996,6.109999999999999,Low,0
1445,493,482,206,250,US-2022-102673,2022-11-05,Standard Class,47.80800000000001,12,0.2,15.537599999999998,4,Medium,32.49999999999999,32.27040000000001,Low,0
1446,494,1009,6,250,US-2022-168305,2022-11-08,Standard Class,44.400000000000006,3,0.0,22.200000000000003,7,Slow,50.0,22.200000000000003,No Discount,0
1447,444,918,100,250,US-2022-126907,2022-11-08,Standard Class,15.696000000000002,3,0.2,5.1011999999999995,7,Slow,32.49999999999999,10.594800000000005,Low,0
1448,400,681,98,250,US-2022-137155,2022-11-05,Standard Class,167.94,3,0.0,82.2906,4,Medium,49.0,85.6494,No Discount,0
1449,494,1010,6,250,US-2022-168305,2022-11-08,Standard Class,21.4,5,0.0,9.63,7,Slow,45.00000000000001,11.769999999999998,No Discount,0
1450,5,1011,68,250,US-2022-152562,2022-11-08,Standard Class,69.52,2,0.0,19.4656,7,Slow,27.999999999999996,50.0544,No Discount,0
1451,12,362,294,250,US-2022-148915,2022-11-05,Standard Class,443.92,5,0.2,-94.33299999999996,4,Medium,-21.24999999999999,538.2529999999999,Low,1
1452,12,1012,294,250,US-2022-148915,2022-11-05,Standard Class,155.976,3,0.2,54.5916,4,Medium,35.0,101.3844,Low,0
1453,281,1013,66,250,US-2022-134313,2022-11-07,Standard Class,1983.968,4,0.2,247.9959999999998,6,Slow,12.499999999999991,1735.9720000000002,Low,0
1454,493,1014,206,250,US-2022-102673,2022-11-05,Standard Class,978.84,9,0.2,110.1194999999999,4,Medium,11.24999999999999,868.7205000000001,Low,0
1455,314,651,30,251,US-2022-107454,2022-11-06,Standard Class,89.34,6,0.0,24.121800000000004,4,Medium,27.0,65.2182,No Discount,0
1456,33,607,295,251,US-2022-129147,2022-11-06,Standard Class,19.242,3,0.7,-13.4694,4,Medium,-70.0,32.7114,High,1
1457,314,874,30,251,US-2022-107454,2022-11-06,Standard Class,34.86,7,0.0,16.0356,4,Medium,46.0,18.8244,No Discount,0
1458,495,1015,91,251,US-2022-115889,2022-11-06,Standard Class,362.92,2,0.0,105.24679999999996,4,Medium,28.999999999999982,257.67320000000007,No Discount,0
1459,496,629,56,251,US-2022-134726,2022-11-07,Second Class,41.94,2,0.0,15.098399999999998,5,Medium,36.0,26.8416,No Discount,0
1460,497,297,286,251,US-2022-120670,2022-11-06,Standard Class,799.9200000000001,10,0.2,239.976,4,Medium,30.0,559.9440000000001,Low,0
